Incident ID,Incident Date,State,City Or County,Address,Killed,Injured,Operations,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
2304525,14-May-22,Virginia,Fairfax,10400 block of Stallworth Ct,2,0,N/A,38.853231,-77.305097,0.5,place,,,,,Fairfax,VA,Fairfax City,22030,US,TIGER/Line® dataset from the US Census Bureau
2302676,14-May-22,Arizona,Phoenix,Thomas Rd and 65th Ave,1,0,N/A,33.483992,-112.200573,0.42,intersection,,N 65th Dr,,,Phoenix,AZ,Maricopa County,85033,US,TIGER/Line® dataset from the US Census Bureau
2302278,14-May-22,New York,Bronx,473 E 146th St,1,0,N/A,40.813146,-73.916322,1,rooftop,473,E 146th St,,,Bronx,NY,Bronx County,10455,US,City of New York
2301606,14-May-22,Illinois,Skokie,4700 block of Main St,1,1,N/A,42.035259,-87.729928,0.5,place,,,,,Skokie,IL,Cook County,60076,US,TIGER/Line® dataset from the US Census Bureau
2305270,14-May-22,New Mexico,Los Ojos (Brazos),NM-512 - Private Dr 1750,1,0,N/A,36.72918,-106.57003,0.5,place,,,,,Los Ojos,NM,Rio Arriba County,87551,US,TIGER/Line® dataset from the US Census Bureau
2302423,14-May-22,Alabama,Birmingham,I-59 and Arkadelphia Rd,1,0,N/A,33.521133,-86.84942,0.9,intersection,,Arkadelphia Rd,,,Birmingham,AL,Jefferson County,35204,US,TIGER/Line® dataset from the US Census Bureau
2302412,14-May-22,Alabama,Bessemer (Brighton),Main St and Huntsville Ave,1,0,N/A,33.433085,-86.947144,1,intersection,,Huntsville Ave,,,Bessemer,AL,Jefferson County,35020,US,TIGER/Line® dataset from the US Census Bureau
2302990,14-May-22,New Jersey,Camden,1000 block of Lakeshore Dr,1,1,N/A,39.80237,-74.938259,0.5,place,,,,,Camden,NJ,Camden County,8101,US,TIGER/Line® dataset from the US Census Bureau
2303300,14-May-22,Tennessee,Memphis,3700 block of Hickory Hill Rd,1,0,N/A,35.050667,-89.847782,0.5,place,,,,,Memphis,TN,Shelby County,38101,US,TIGER/Line® dataset from the US Census Bureau
2302043,14-May-22,Kansas,Olathe,14500 W 151st St,1,0,N/A,38.857174,-94.75521,1,rooftop,14500,W 151st St,,,Olathe,KS,Johnson County,66062,US,City of Olathe
2303110,14-May-22,Nevada,Las Vegas,1400 block of N Christy Ln,1,2,N/A,36.190271,-115.187743,0.9,range_interpolation,1400,E Ln,,,Las Vegas,NV,Clark County,89108,US,TIGER/Line® dataset from the US Census Bureau
2301586,14-May-22,New York,Bronx,E 161st St and Grand Concourse,1,0,N/A,40.826854,-73.922669,1,intersection,,E 161st St,,,Bronx,NY,Bronx County,10451,US,TIGER/Line® dataset from the US Census Bureau
2301423,13-May-22,Illinois,Chicago,6900 block of S Ada St,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2301182,13-May-22,New York,Bronx,868 Hunts Point Ave,1,0,N/A,40.818532,-73.888894,1,rooftop,868,Hunts Point Ave,,,Bronx,NY,Bronx County,10474,US,City of New York
2302499,13-May-22,Iowa,Cedar Rapids,3906 Northwood Dr NE,1,0,N/A,42.019835,-91.674281,1,rooftop,3906,Northwood Dr NE,,,Cedar Rapids,IA,Linn County,52402,US,Linn
2302276,13-May-22,North Carolina,Fayetteville,5709 Yadkin Rd,1,0,N/A,35.090049,-78.983458,1,rooftop,5709,Yadkin Rd,,,Fayetteville,NC,Cumberland County,28303,US,Cumberland
2301166,13-May-22,Virginia,Alexandria,2320 Richmond Hwy,1,1,N/A,38.827379,-77.051131,1,rooftop,2320,Richmond Hwy,,,Alexandria,VA,Alexandria City,22301,US,Virginia Geographic Information Network (VGIN)
2301296,13-May-22,Michigan,Detroit,Lindsay St and Outer Dr W,1,0,N/A,42.419383,-83.213449,0.8,intersection,,Lindsay Ave,,,Detroit,MI,Wayne County,48235,US,TIGER/Line® dataset from the US Census Bureau
2301164,13-May-22,North Carolina,Zebulon,200 block of W Barbee St,1,0,N/A,35.818998,-78.31426,0.8,range_interpolation,200,W Barbee St,,,Zebulon,NC,Wake County,27597,US,TIGER/Line® dataset from the US Census Bureau
2301663,13-May-22,Arizona,Phoenix,47th Ave and Thomas Rd,1,0,N/A,33.480526,-112.159849,0.8,intersection,,N 47th Ave,,,Phoenix,AZ,Maricopa County,85031,US,TIGER/Line® dataset from the US Census Bureau
2302137,13-May-22,District of Columbia,Washington,1200 block of Raum St NE,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau
2301617,13-May-22,Illinois,Chicago,1200 block of S California Ave,1,1,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2301217,13-May-22,Maryland,Baltimore,1700 block of E Lafayette Ave,1,0,N/A,39.458511,-76.708457,0.79,nearest_rooftop_match,1692,Bullock Cir,,,Owings Mills,MD,Baltimore County,21117,US,Baltimore
2301145,13-May-22,District of Columbia,Washington,3700 block of 14th St NW,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau
2301192,13-May-22,District of Columbia,Washington,200 block of Upshur St NW,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau
2301176,13-May-22,Maryland,Gambrills,1130 MD-3 S,1,0,N/A,39.024879,-76.692958,0.95,range_interpolation,1130,MD 3,,,Gambrills,MD,Anne Arundel County,21054,US,TIGER/Line® dataset from the US Census Bureau
2302212,13-May-22,South Carolina,Charleston,1923 Hazelwood Dr,1,0,N/A,32.801715,-80.026504,1,rooftop,1923,Hazelwood Dr,,,Charleston,SC,Charleston County,29407,US,City of Charleston
2302399,13-May-22,Wisconsin,Milwaukee,N 22nd St and W Keefe Ave,1,0,N/A,43.082409,-87.939694,1,intersection,,N 22nd St,,,Milwaukee,WI,Milwaukee County,53206,US,TIGER/Line® dataset from the US Census Bureau
2301194,13-May-22,Wisconsin,Milwaukee,2200 block of W Keefe Ave,1,0,N/A,43.043213,-87.894734,0.5,place,,,,,Milwaukee,WI,Milwaukee County,53202,US,TIGER/Line® dataset from the US Census Bureau
2301747,13-May-22,South Carolina,North,McClain St,1,0,N/A,33.665976,-81.117875,1,street_center,,McClain St,,,North,SC,Orangeburg County,29112,US,TIGER/Line® dataset from the US Census Bureau
2302085,13-May-22,California,Carmichael,2400 block of Camino Park Ct,1,0,N/A,38.745549,-120.693072,0.5,place,,,,,Camino,CA,El Dorado County,95709,US,TIGER/Line® dataset from the US Census Bureau
2302053,13-May-22,Kansas,Pittsburg,100 block of W 23rd St,1,1,N/A,37.41088,-94.70496,0.5,place,,,,,Pittsburg,KS,Crawford County,66762,US,TIGER/Line® dataset from the US Census Bureau
2301118,13-May-22,Ohio,Warren,473 Maryland Ave NW,1,2,N/A,41.256258,-80.823368,0.95,rooftop,473,Maryland St NW,,,Warren,OH,Trumbull County,44483,US,Trumbull
2304817,13-May-22,Alabama,Phenix City,1837 Stadium Dr,1,0,N/A,32.497663,-85.016845,0.83,nearest_rooftop_match,1801,Stadium Dr,,,Phenix City,AL,Russell County,36867,US,Russell County
2303711,13-May-22,Michigan,Detroit,Outer Dr W and Southfield Rd,1,0,N/A,42.418956,-83.219186,0.79,intersection,,Southfield Svc Rd,,,Detroit,MI,Wayne County,48219,US,TIGER/Line® dataset from the US Census Bureau
2301957,13-May-22,Connecticut,Hartford,302 Bellevue St,1,0,N/A,41.7845,-72.672682,1,rooftop,302,Bellevue St,,,Hartford,CT,Hartford County,6120,US,City of Hartford
2301099,13-May-22,California,Oakland,3000 block of Chestnut St,1,0,N/A,37.786027,-122.223779,0.5,place,,,,,Oakland,CA,Alameda County,94601,US,TIGER/Line® dataset from the US Census Bureau
2301935,13-May-22,Ohio,Toledo,2509 Lawrence Ave,1,1,N/A,41.671251,-83.565104,1,rooftop,2509,Lawrence Ave,,,Toledo,OH,Lucas County,43610,US,Toledo
2302185,13-May-22,Wisconsin,New Richmond,1279 Pinewood Trail,2,0,N/A,45.108613,-92.557748,1,rooftop,1279,Pinewood Trl,,,New Richmond,WI,St. Croix County,54017,US,St Croix
2301077,13-May-22,Georgia,Decatur,4300 block of Memorial Dr,1,0,N/A,33.872634,-84.103774,0.66,nearest_rooftop_match,4322,Deer Ridge Ct,,,Lilburn,GA,Gwinnett County,30047,US,Gwinnett
2301431,13-May-22,Kentucky,Lewisburg,500 block of Heltsley Rd,1,0,N/A,37.000918,-86.93744,0.5,place,,,,,Lewisburg,KY,Logan County,42256,US,TIGER/Line® dataset from the US Census Bureau
2301416,13-May-22,Colorado,Aurora,15270 E 6th Ave,2,0,N/A,39.723443,-104.811349,1,rooftop,15270,E 6th Ave,,,Aurora,CO,Arapahoe County,80011,US,City of Aurora
2301765,13-May-22,Pennsylvania,Philadelphia,1200 block of S 57th St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2304598,13-May-22,Georgia,Tifton,2700 block of S Ridge Ave,1,0,N/A,31.462512,-83.593543,0.5,place,,,,,Tifton,GA,Tift County,31793,US,TIGER/Line® dataset from the US Census Bureau
2300989,13-May-22,Nebraska,Broken Bow,800 block of N 13th St,2,0,N/A,41.451119,-99.621491,0.5,place,,,,,Broken Bow,NE,Custer County,68822,US,TIGER/Line® dataset from the US Census Bureau
2300849,13-May-22,Texas,Dallas,Elm St and N Crowdus St,2,3,N/A,32.784698,-96.783633,1,intersection,,Elm St,,,Dallas,TX,Dallas County,75226,US,TIGER/Line® dataset from the US Census Bureau
2300891,13-May-22,Pennsylvania,Philadelphia,1700 block of Edwin Pl,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2300921,13-May-22,California,Bakersfield,Niles St and Pesante Rd,1,0,N/A,35.375994,-118.943045,1,intersection,,Niles St,,,Bakersfield,CA,Kern County,93306,US,TIGER/Line® dataset from the US Census Bureau
2301628,13-May-22,Florida,West Palm Beach,501 S Sapodilla Ave,1,0,N/A,26.708614,-80.059802,1,rooftop,501,S Sapodilla Ave,,,West Palm Beach,FL,Palm Beach County,33401,US,Palm Beach County
2302519,13-May-22,Idaho,Nezperce,600 block of 2nd St,1,0,N/A,47.154416,-116.430997,0.5,place,,,,,Santa,ID,Benewah County,83866,US,TIGER/Line® dataset from the US Census Bureau
2302090,13-May-22,New Hampshire,Keene,6 Green St,1,0,N/A,42.938017,-72.278955,1,range_interpolation,6,Green St,,,Keene,NH,Cheshire County,3431,US,TIGER/Line® dataset from the US Census Bureau
2301529,13-May-22,Mississippi,Columbus,700 block of Waterworks Rd,1,1,N/A,33.393933,-88.504719,0.5,place,,,,,Columbus,MS,Lowndes County,39701,US,TIGER/Line® dataset from the US Census Bureau
2302097,13-May-22,New Hampshire,New Boston,317 Chestnut Hill Rd,1,0,N/A,42.94881,-71.621736,1,range_interpolation,317,Chestnut Hill Rd,,,New Boston,NH,Hillsborough County,3070,US,TIGER/Line® dataset from the US Census Bureau
2301420,13-May-22,Virginia,Chesapeake,900 block of Wintercress Way,2,0,N/A,36.749991,-76.218759,0.5,place,,,,,Chesapeake,VA,Chesapeake City,23320,US,TIGER/Line® dataset from the US Census Bureau
2301525,13-May-22,Louisiana,New Orleans,France St and N Prieur St,1,0,N/A,29.973412,-90.031092,1,intersection,,France St,,,New Orleans,LA,Orleans Parish,70117,US,TIGER/Line® dataset from the US Census Bureau
2301410,13-May-22,Virginia,Norfolk,1300 block of Modoc Ave,1,0,N/A,36.895911,-76.208521,0.5,place,,,,,Norfolk,VA,Norfolk City,23501,US,TIGER/Line® dataset from the US Census Bureau
2301229,13-May-22,Wisconsin,Milwaukee,W Vienna Ave and Vel R Phillips Ave,1,0,N/A,43.086031,-87.975402,1,street_center,,W Vienna Ave,,,Milwaukee,WI,Milwaukee County,53216,US,TIGER/Line® dataset from the US Census Bureau
2300737,12-May-22,Virginia,Portsmouth,100 block of Shea St,1,0,N/A,36.821089,-76.366575,0.9,range_interpolation,100,Shea St,,,Portsmouth,VA,Portsmouth City,23701,US,TIGER/Line® dataset from the US Census Bureau
2300377,12-May-22,Florida,Hollywood,2200 block of Filmore St,2,0,N/A,26.027459,-80.120219,0.5,place,,,,,Hollywood,FL,Broward County,33019,US,TIGER/Line® dataset from the US Census Bureau
2300607,12-May-22,Virginia,Suffolk,100 block of Forest Oak Ln,1,0,N/A,37.372437,-79.318718,0.5,place,,,,,Forest,VA,Bedford County,24551,US,TIGER/Line® dataset from the US Census Bureau
2301392,12-May-22,New Mexico,Albuquerque,5201 Central Ave NE,1,0,N/A,35.078429,-106.586809,1,rooftop,5201,Central Ave NE,,,Albuquerque,NM,Bernalillo County,87108,US,Albuquerque
2300761,12-May-22,Virginia,Chester,15100 block of Timsberry Cir,1,1,N/A,37.320744,-77.454311,0.5,place,,,,,Chester,VA,Chesterfield County,23831,US,TIGER/Line® dataset from the US Census Bureau
2300527,12-May-22,Virginia,Portsmouth,1600 block of Cavalier Blvd,1,0,N/A,36.79276,-76.363594,0.9,range_interpolation,1600,Cavalier Blvd,,,Portsmouth,VA,Portsmouth City,23701,US,TIGER/Line® dataset from the US Census Bureau
2300455,12-May-22,Tennessee,Memphis,1531 Poplar Ave,1,0,N/A,35.142964,-90.00951,1,rooftop,1531,Poplar Ave,,,Memphis,TN,Shelby County,38104,US,City of Memphis
2302182,12-May-22,New Jersey,Burlington,500 block of Linden Ave,1,0,N/A,40.626953,-74.250939,0.5,place,,,,,Linden,NJ,Union County,7036,US,TIGER/Line® dataset from the US Census Bureau
2300718,12-May-22,Texas,Houston,3900 block of Summit Valley Dr,1,0,N/A,29.693881,-95.314264,0.77,nearest_rooftop_match,3914,Belk St,,,Houston,TX,Harris County,77087,US,Greater Houston
2301136,12-May-22,Texas,Houston,14000 block of East Fwy,1,0,N/A,29.813142,-95.309789,0.5,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau
2300807,12-May-22,North Carolina,Charlotte,3600 block of Avalon Ave,1,0,N/A,35.246668,-80.886141,0.9,range_interpolation,3600,Avalon Ave,,,Charlotte,NC,Mecklenburg County,28208,US,TIGER/Line® dataset from the US Census Bureau
2300416,12-May-22,Missouri,Kansas City,E 34th St and Forest Ave,1,0,N/A,39.064991,-94.570498,1,intersection,,E 34th St,,,Kansas City,MO,Jackson County,64109,US,TIGER/Line® dataset from the US Census Bureau
2300163,12-May-22,Illinois,Chicago,4100 block of S Wells St,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2300613,12-May-22,Maryland,Baltimore,300 block of 23rd St,2,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau
2301097,12-May-22,California,Oakland,3600 block of Foothill Blvd,1,0,N/A,37.786027,-122.223779,0.5,place,,,,,Oakland,CA,Alameda County,94601,US,TIGER/Line® dataset from the US Census Bureau
2301036,12-May-22,Georgia,Atlanta,1138 5th St NW,1,0,N/A,33.786085,-84.471861,1,rooftop,1138,5th St NW,,,Atlanta,GA,Fulton County,30318,US,City of Atlanta
2300713,12-May-22,Arkansas,Hot Springs National Park (Hot Springs),134 Convention Blvd,1,4,N/A,34.509036,-93.05164,1,rooftop,134,Convention Blvd,,,Hot Springs National Park,AR,Garland County,71901,US,Garland
2302768,12-May-22,Michigan,Niles,1615 N 5th St,1,0,N/A,41.843496,-86.250695,1,range_interpolation,1615,N 5th St,,,Niles,MI,Berrien County,49120,US,TIGER/Line® dataset from the US Census Bureau
2300292,12-May-22,California,Corona,1300 block of Circle City Dr,1,2,N/A,33.752886,-116.055617,0.5,place,,,,,Corona,CA,Riverside County,91719,US,TIGER/Line® dataset from the US Census Bureau
2300258,12-May-22,Texas,Banquete,5400 block of Gladys St,1,0,N/A,27.80614,-97.79611,0.5,place,,,,,Banquete,TX,Nueces County,78339,US,TIGER/Line® dataset from the US Census Bureau
2300982,12-May-22,Florida,Groveland,207 Groveland Farms Rd,1,0,N/A,28.563634,-81.871559,1,rooftop,207,Groveland Farms Rd,,,Groveland,FL,Lake County,34736,US,Lake
2300409,12-May-22,Florida,Titusville,Dawn Dr and Lakeview Hills Ave,2,0,N/A,28.627931,-80.861248,1,intersection,,Dawn Dr,,,Titusville,FL,Brevard County,32796,US,TIGER/Line® dataset from the US Census Bureau
2301309,12-May-22,Ohio,Akron,800 block of McKinley Ave,1,0,N/A,41.04349,-81.524017,0.5,place,,,,,Akron,OH,Summit County,44301,US,TIGER/Line® dataset from the US Census Bureau
2300951,12-May-22,Indiana,South Bend,1200 block of Huey St,1,0,N/A,41.673383,-86.251654,0.5,place,,,,,South Bend,IN,St. Joseph County,46601,US,TIGER/Line® dataset from the US Census Bureau
2300900,12-May-22,Pennsylvania,Philadelphia,400 block of W Sedgley Ave,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2306309,12-May-22,Maryland,Baltimore,1800 block of Wilhelm St,1,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau
2301669,12-May-22,Arizona,Lake Havasu City,3400 block of Big Chief Dr,1,0,N/A,34.48025,-114.348519,0.5,place,,,,,Lake Havasu City,AZ,Mohave County,86403,US,TIGER/Line® dataset from the US Census Bureau
2303359,12-May-22,District of Columbia,Washington,3000 block of Stanton Rd,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau
2300869,12-May-22,Illinois,Chicago,200 block of S Hoyne Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2300865,12-May-22,Illinois,Chicago,2900 block of W 45th St,1,1,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2300662,12-May-22,Tennessee,Memphis,572 Gilleas Rd,1,1,N/A,35.061851,-90.083179,1,rooftop,572,Gilleas Rd,,,Memphis,TN,Shelby County,38109,US,City of Memphis
2300496,12-May-22,Tennessee,Nashville,800 block of W Sharpe Ave,1,0,N/A,36.165688,-86.778098,0.5,place,,,,,Nashville,TN,Davidson County,37201,US,TIGER/Line® dataset from the US Census Bureau
2300812,12-May-22,North Carolina,Statesville,200 block of E Front St,1,0,N/A,35.782424,-80.889109,0.8,range_interpolation,200,W Front St,,,Statesville,NC,Iredell County,28677,US,TIGER/Line® dataset from the US Census Bureau
2299973,12-May-22,Texas,Pharr,407 N Jackson Rd,1,0,N/A,26.202152,-98.203302,0.9,range_interpolation,407,N Jackson Rd,,,Pharr,TX,Hidalgo County,78577,US,TIGER/Line® dataset from the US Census Bureau
2300525,11-May-22,Virginia,Norfolk,5400 block of Greenplain Rd,1,0,N/A,36.895911,-76.208521,0.5,place,,,,,Norfolk,VA,Norfolk City,23501,US,TIGER/Line® dataset from the US Census Bureau
2300533,11-May-22,Ohio,Toledo,1300 block of Fitchland Ave,1,0,N/A,41.720684,-83.569359,0.5,place,,,,,Toledo,OH,Lucas County,43601,US,TIGER/Line® dataset from the US Census Bureau
2299481,11-May-22,Michigan,Detroit,8800 block of Burnette St,1,0,N/A,42.347021,-83.060184,0.5,place,,,,,Detroit,MI,Wayne County,48201,US,TIGER/Line® dataset from the US Census Bureau
2300237,11-May-22,Missouri,Oak Ridge,State Hwy D and Co Rd 454,1,0,N/A,37.501275,-89.730505,1,street_center,,State Hwy E,,,Oak Ridge,MO,Cape Girardeau County,63769,US,TIGER/Line® dataset from the US Census Bureau
2299964,11-May-22,Wisconsin,Milwaukee,4400 block of W Lisbon Ave,1,0,N/A,43.043213,-87.894734,0.5,place,,,,,Milwaukee,WI,Milwaukee County,53202,US,TIGER/Line® dataset from the US Census Bureau
2299975,11-May-22,Wisconsin,Milwaukee,W Olive St and N 20th St,1,0,N/A,43.096741,-87.937163,0.73,intersection,,N 20th St,,,Milwaukee,WI,Milwaukee County,53209,US,TIGER/Line® dataset from the US Census Bureau
2299575,11-May-22,Tennessee,Nashville,6501 Harding Pike,1,0,N/A,36.090224,-86.8902,1,range_interpolation,6501,Harding Pike,,,Nashville,TN,Davidson County,37205,US,TIGER/Line® dataset from the US Census Bureau
2299596,11-May-22,Georgia,Atlanta,2260 Campbellton Rd SW,1,0,N/A,33.704554,-84.462227,1,rooftop,2260,Campbellton Rd SW,,,Atlanta,GA,Fulton County,30311,US,City of Atlanta
2299883,11-May-22,District of Columbia,Washington,1200 block of Brentwood Avenue NE,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau
2300224,11-May-22,Texas,Austin,E 17th St and Maple Ave,1,0,N/A,30.278463,-97.715789,1,intersection,,E 17th St,,,Austin,TX,Travis County,78702,US,TIGER/Line® dataset from the US Census Bureau
2303811,11-May-22,Wisconsin,Milwaukee,5756 N 98th St,1,0,N/A,43.122551,-88.034118,1,rooftop,5756,N 98th St,,,Milwaukee,WI,Milwaukee County,53225,US,City of Milwaukee
2299430,11-May-22,Wisconsin,Milwaukee,2485 S 5th Pl,1,0,N/A,42.999624,-87.918176,1,rooftop,2485,S 5th Pl,,,Milwaukee,WI,Milwaukee County,53207,US,City of Milwaukee
2299161,11-May-22,Pennsylvania,Philadelphia,5200 block of Bingham St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2299793,11-May-22,Missouri,Saint Louis,5000 block of N Kingshighway Blvd,1,3,N/A,37.53144,-90.93318,0.5,place,,,,,Black,MO,Reynolds County,63625,US,TIGER/Line® dataset from the US Census Bureau
2301955,11-May-22,Missouri,Ulman,N/A,1,0,N/A,38.150536,-92.43301,1,place,,,,,Ulman,MO,Miller County,65083,US,TIGER/Line® dataset from the US Census Bureau
2299868,11-May-22,Maryland,Germantown,19600 Crystal Rock Dr,2,0,N/A,39.17863,-77.263293,1,rooftop,19600,Crystal Rock Dr,,,Germantown,MD,Montgomery County,20874,US,Montgomery
2300263,11-May-22,Pennsylvania,Washington,219 Ridge Ave,1,0,N/A,40.179338,-80.24138,1,rooftop,219,Ridge Ave,,,Washington,PA,Washington County,15301,US,Washington
2299307,11-May-22,New Mexico,Albuquerque,800 block of Cardenas Dr,1,0,N/A,35.141331,-106.71557,0.6,street_center,,Black Dr NW,,,Albuquerque,NM,Bernalillo County,87120,US,TIGER/Line® dataset from the US Census Bureau
2300504,11-May-22,Ohio,Columbus,422 Johnson St,1,0,N/A,39.975438,-82.962513,1,rooftop,422,Johnson St,,,Columbus,OH,Franklin County,43203,US,Franklin
2300419,11-May-22,Florida,Melbourne,653 E University Blvd,1,0,N/A,28.063334,-80.610047,1,rooftop,653,E University Blvd,,,Melbourne,FL,Brevard County,32901,US,Brevard
2300273,11-May-22,California,Los Angeles,3600 block of 7th Ave,1,1,N/A,34.073101,-118.170104,0.7,street_center,,Block Pl,,,Los Angeles,CA,Los Angeles County,90032,US,TIGER/Line® dataset from the US Census Bureau
2299626,11-May-22,New York,Bronx,E 165th St and Jerome Ave,1,0,N/A,40.832625,-73.925364,1,intersection,,E 165th St,,,Bronx,NY,Bronx County,10452,US,TIGER/Line® dataset from the US Census Bureau
2299231,11-May-22,Ohio,Cleveland,E 64th St and Collier Ave,1,0,N/A,41.450728,-81.645468,1,intersection,,Collier Ave,,,Cleveland,OH,Cuyahoga County,44105,US,TIGER/Line® dataset from the US Census Bureau
2299225,11-May-22,Ohio,Cleveland,Woodhill Rd and Parkview Ave,1,0,N/A,41.477055,-81.62086,1,intersection,,Parkview Ave,,,Cleveland,OH,Cuyahoga County,44104,US,TIGER/Line® dataset from the US Census Bureau
2300893,11-May-22,New Mexico,Clovis,900 block of Edwards St,1,0,N/A,34.497241,-103.294978,0.5,place,,,,,Clovis,NM,Curry County,88101,US,TIGER/Line® dataset from the US Census Bureau
2300226,11-May-22,Texas,Austin,1700 block of Frontier Valley Dr,1,0,N/A,30.429475,-97.677141,0.9,rooftop,1700,Hydro Dr,,,Austin,TX,Travis County,78728,US,Capcog
2300213,11-May-22,Pennsylvania,Philadelphia,1800 block of N 28th St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2299197,11-May-22,Arizona,Tucson,10 W Fort Lowell Rd,1,0,N/A,32.265147,-110.972471,1,rooftop,10,W Ft Lowell Rd,,,Tucson,AZ,Pima County,85705,US,Pima
2299725,11-May-22,California,Van Nuys,Ranchito Ave and Oxnard St,1,0,N/A,34.179397,-118.435611,1,intersection,,Oxnard St,,,Van Nuys,CA,Los Angeles County,91401,US,TIGER/Line® dataset from the US Census Bureau
2300188,11-May-22,Illinois,Geneva,700 block of McKinley Ave,1,0,N/A,41.88753,-88.30535,0.5,place,,,,,Geneva,IL,Kane County,60134,US,TIGER/Line® dataset from the US Census Bureau
2300185,11-May-22,Texas,Fort Worth,2108 E Lancaster Ave,1,1,N/A,32.744862,-97.297029,1,rooftop,2108,E Lancaster Ave,,,Fort Worth,TX,Tarrant County,76103,US,Statewide TX
2299833,11-May-22,Illinois,Chicago,7500 block of S Wolcott Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2300115,11-May-22,Pennsylvania,Philadelphia,2200 block of S 6th St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2300830,11-May-22,New Jersey,Paterson,36 Essex St,1,4,N/A,40.912567,-74.165555,1,rooftop,36,Essex St,,,Paterson,NJ,Passaic County,7501,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
2300083,11-May-22,Louisiana,New Iberia,700 block of Providence St,1,0,N/A,29.949527,-91.832747,0.5,place,,,,,New Iberia,LA,Iberia Parish,70560,US,TIGER/Line® dataset from the US Census Bureau
2300070,11-May-22,Louisiana,Belle Chasse,LA-23 and W Ravenna Rd,1,0,N/A,29.84727,-90.00679,0.5,place,,,,,Belle Chasse,LA,Plaquemines Parish,70037,US,TIGER/Line® dataset from the US Census Bureau
2300193,11-May-22,Texas,Waco,3501 Alta Vista Dr,1,0,N/A,31.512809,-97.134096,1,rooftop,3501,Alta Vista Dr,,,Waco,TX,McLennan County,76706,US,City of Waco
2301490,11-May-22,New Jersey,Irvington,558 Grove St,1,0,N/A,40.738282,-74.213704,1,rooftop,558,Grove St,,,Irvington,NJ,Essex County,7111,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
2299804,11-May-22,Missouri,Saint Louis,Bircher Blvd and Amelia Ave,1,0,N/A,38.696788,-90.259811,0.97,intersection,,Amelia Ave,,,Saint Louis,MO,St. Louis City,63120,US,TIGER/Line® dataset from the US Census Bureau
2299571,10-May-22,Illinois,Romeoville,275 S Weber Rd,1,0,N/A,41.614894,-88.122652,1,rooftop,275,S Weber Rd,,,Romeoville,IL,Will County,60446,US,Will
